Real Det Return,Running Env Steps,Running Reverse KL,Running Forward KL,Real Sto Return,Itration,Reward Loss,Running Update Time
9.2,1,0.0,0.0,9.2,0,0.0,0
55.7,1001,0.0,0.0,55.7,1,0.0,0
415.3,2001,0.0,0.0,415.3,2,0.0,0
62.6,3001,0.0,0.0,62.6,3,0.0,0
123.9,4001,0.0,0.0,123.9,4,0.0,0
331.6,5001,0.0,0.0,331.6,5,0.0,0
240.1,6001,0.0,0.0,240.1,6,0.0,0
462.8,7001,0.0,0.0,462.8,7,0.0,0
406.5,8001,0.0,0.0,406.5,8,0.0,0
421.8,9001,0.0,0.0,421.8,9,0.0,0
335.1,10001,0.0,0.0,335.1,10,0.0,0
410.3,11001,0.0,0.0,410.3,11,0.0,0
431.4,12001,0.0,0.0,431.4,12,0.0,0
457.6,13001,0.0,0.0,457.6,13,0.0,0
460.4,14001,0.0,0.0,460.4,14,0.0,0
499.0,15001,0.0,0.0,499.0,15,0.0,0
402.0,16001,0.0,0.0,402.0,16,0.0,0
485.6,17001,0.0,0.0,485.6,17,0.0,0
293.7,18001,0.0,0.0,293.7,18,0.0,0
484.8,19001,0.0,0.0,484.8,19,0.0,0
500.0,20001,0.0,0.0,500.0,20,0.0,0
500.0,21001,0.0,0.0,500.0,21,0.0,0
500.0,22001,0.0,0.0,500.0,22,0.0,0
500.0,23001,0.0,0.0,500.0,23,0.0,0
500.0,24001,0.0,0.0,500.0,24,0.0,0
487.6,25001,0.0,0.0,487.6,25,0.0,0
283.3,26001,0.0,0.0,283.3,26,0.0,0
500.0,27001,0.0,0.0,500.0,27,0.0,0
500.0,28001,0.0,0.0,500.0,28,0.0,0
500.0,29001,0.0,0.0,500.0,29,0.0,0
