Real Det Return,Running Env Steps,Running Reverse KL,Running Forward KL,Real Sto Return,Itration,Reward Loss,Running Update Time
-1270.4056,1,0.0,0.0,-1270.4056,0,0.0,0
-736.9068,5001,0.0,0.0,-736.9068,1,0.0,0
-218.8544,10001,0.0,0.0,-218.8544,2,0.0,0
-196.4957,15001,0.0,0.0,-196.4957,3,0.0,0
-168.4351,20001,0.0,0.0,-168.4351,4,0.0,0
-371.6899,25001,0.0,0.0,-371.6899,5,0.0,0
-170.1435,30001,0.0,0.0,-170.1435,6,0.0,0
-156.7594,35001,0.0,0.0,-156.7594,7,0.0,0
-147.4185,40001,0.0,0.0,-147.4185,8,0.0,0
-154.9183,45001,0.0,0.0,-154.9183,9,0.0,0
-230.2566,50001,0.0,0.0,-230.2566,10,0.0,0
-175.1823,55001,0.0,0.0,-175.1823,11,0.0,0
-190.2217,60001,0.0,0.0,-190.2217,12,0.0,0
-227.8581,65001,0.0,0.0,-227.8581,13,0.0,0
-156.1593,70001,0.0,0.0,-156.1593,14,0.0,0
-262.4782,75001,0.0,0.0,-262.4782,15,0.0,0
-219.6351,80001,0.0,0.0,-219.6351,16,0.0,0
-180.0056,85001,0.0,0.0,-180.0056,17,0.0,0
-387.4853,90001,0.0,0.0,-387.4853,18,0.0,0
-326.8501,95001,0.0,0.0,-326.8501,19,0.0,0
-437.966,100001,0.0,0.0,-437.966,20,0.0,0
-321.8346,105001,0.0,0.0,-321.8346,21,0.0,0
-208.9883,110001,0.0,0.0,-208.9883,22,0.0,0
-203.7238,115001,0.0,0.0,-203.7238,23,0.0,0
-389.3043,120001,0.0,0.0,-389.3043,24,0.0,0
-566.4392,125001,0.0,0.0,-566.4392,25,0.0,0
-628.1262,130001,0.0,0.0,-628.1262,26,0.0,0
-603.2932,135001,0.0,0.0,-603.2932,27,0.0,0
-477.6527,140001,0.0,0.0,-477.6527,28,0.0,0
-531.5194,145001,0.0,0.0,-531.5194,29,0.0,0
-553.233,150001,0.0,0.0,-553.233,30,0.0,0
-505.4452,155001,0.0,0.0,-505.4452,31,0.0,0
-407.4157,160001,0.0,0.0,-407.4157,32,0.0,0
-206.7834,165001,0.0,0.0,-206.7834,33,0.0,0
-501.7976,170001,0.0,0.0,-501.7976,34,0.0,0
-652.2759,175001,0.0,0.0,-652.2759,35,0.0,0
-277.276,180001,0.0,0.0,-277.276,36,0.0,0
-454.8298,185001,0.0,0.0,-454.8298,37,0.0,0
-717.2202,190001,0.0,0.0,-717.2202,38,0.0,0
-634.0321,195001,0.0,0.0,-634.0321,39,0.0,0
