Real Det Return,Running Env Steps,Running Reverse KL,Running Forward KL,Real Sto Return,Itration,Reward Loss,Running Update Time
11.9,1,0.0,0.0,11.9,0,0.0,0
95.2,1001,0.0,0.0,95.2,1,0.0,0
172.4,2001,0.0,0.0,172.4,2,0.0,0
486.1,3001,0.0,0.0,486.1,3,0.0,0
500.0,4001,0.0,0.0,500.0,4,0.0,0
313.8,5001,0.0,0.0,313.8,5,0.0,0
500.0,6001,0.0,0.0,500.0,6,0.0,0
356.5,7001,0.0,0.0,356.5,7,0.0,0
451.1,8001,0.0,0.0,451.1,8,0.0,0
479.0,9001,0.0,0.0,479.0,9,0.0,0
378.4,10001,0.0,0.0,378.4,10,0.0,0
500.0,11001,0.0,0.0,500.0,11,0.0,0
321.4,12001,0.0,0.0,321.4,12,0.0,0
408.7,13001,0.0,0.0,408.7,13,0.0,0
448.1,14001,0.0,0.0,448.1,14,0.0,0
500.0,15001,0.0,0.0,500.0,15,0.0,0
304.9,16001,0.0,0.0,304.9,16,0.0,0
473.4,17001,0.0,0.0,473.4,17,0.0,0
454.6,18001,0.0,0.0,454.6,18,0.0,0
412.9,19001,0.0,0.0,412.9,19,0.0,0
329.1,20001,0.0,0.0,329.1,20,0.0,0
459.5,21001,0.0,0.0,459.5,21,0.0,0
384.6,22001,0.0,0.0,384.6,22,0.0,0
500.0,23001,0.0,0.0,500.0,23,0.0,0
500.0,24001,0.0,0.0,500.0,24,0.0,0
491.4,25001,0.0,0.0,491.4,25,0.0,0
496.9,26001,0.0,0.0,496.9,26,0.0,0
488.0,27001,0.0,0.0,488.0,27,0.0,0
500.0,28001,0.0,0.0,500.0,28,0.0,0
460.1,29001,0.0,0.0,460.1,29,0.0,0
