Real Det Return,Running Env Steps,Running Reverse KL,Running Forward KL,Real Sto Return,Itration,Reward Loss,Running Update Time
9.5,1,0.0,0.0,9.5,0,0.0,0
91.1,1001,0.0,0.0,91.1,1,0.0,0
89.3,2001,0.0,0.0,89.3,2,0.0,0
264.1,3001,0.0,0.0,264.1,3,0.0,0
220.8,4001,0.0,0.0,220.8,4,0.0,0
328.6,5001,0.0,0.0,328.6,5,0.0,0
265.4,6001,0.0,0.0,265.4,6,0.0,0
356.5,7001,0.0,0.0,356.5,7,0.0,0
467.2,8001,0.0,0.0,467.2,8,0.0,0
308.0,9001,0.0,0.0,308.0,9,0.0,0
261.2,10001,0.0,0.0,261.2,10,0.0,0
425.0,11001,0.0,0.0,425.0,11,0.0,0
390.9,12001,0.0,0.0,390.9,12,0.0,0
500.0,13001,0.0,0.0,500.0,13,0.0,0
472.7,14001,0.0,0.0,472.7,14,0.0,0
500.0,15001,0.0,0.0,500.0,15,0.0,0
344.7,16001,0.0,0.0,344.7,16,0.0,0
387.8,17001,0.0,0.0,387.8,17,0.0,0
500.0,18001,0.0,0.0,500.0,18,0.0,0
500.0,19001,0.0,0.0,500.0,19,0.0,0
500.0,20001,0.0,0.0,500.0,20,0.0,0
465.9,21001,0.0,0.0,465.9,21,0.0,0
481.0,22001,0.0,0.0,481.0,22,0.0,0
500.0,23001,0.0,0.0,500.0,23,0.0,0
452.4,24001,0.0,0.0,452.4,24,0.0,0
500.0,25001,0.0,0.0,500.0,25,0.0,0
467.3,26001,0.0,0.0,467.3,26,0.0,0
478.1,27001,0.0,0.0,478.1,27,0.0,0
479.9,28001,0.0,0.0,479.9,28,0.0,0
500.0,29001,0.0,0.0,500.0,29,0.0,0
