Real Det Return,Running Env Steps,Running Reverse KL,Running Forward KL,Real Sto Return,Itration,Reward Loss,Running Update Time
-1343.9251,1,0.0,0.0,-1343.9251,0,0.0,0
-1356.9281,5001,0.0,0.0,-1356.9281,1,0.0,0
-745.3684,10001,0.0,0.0,-745.3684,2,0.0,0
-425.4308,15001,0.0,0.0,-425.4308,3,0.0,0
-673.7386,20001,0.0,0.0,-673.7386,4,0.0,0
-292.8274,25001,0.0,0.0,-292.8274,5,0.0,0
-370.228,30001,0.0,0.0,-370.228,6,0.0,0
-142.2421,35001,0.0,0.0,-142.2421,7,0.0,0
-405.8633,40001,0.0,0.0,-405.8633,8,0.0,0
-518.4068,45001,0.0,0.0,-518.4068,9,0.0,0
-584.1916,50001,0.0,0.0,-584.1916,10,0.0,0
-681.7087,55001,0.0,0.0,-681.7087,11,0.0,0
-443.8887,60001,0.0,0.0,-443.8887,12,0.0,0
-481.4634,65001,0.0,0.0,-481.4634,13,0.0,0
-399.0548,70001,0.0,0.0,-399.0548,14,0.0,0
-425.5654,75001,0.0,0.0,-425.5654,15,0.0,0
-243.506,80001,0.0,0.0,-243.506,16,0.0,0
-453.7088,85001,0.0,0.0,-453.7088,17,0.0,0
-294.4068,90001,0.0,0.0,-294.4068,18,0.0,0
-469.4954,95001,0.0,0.0,-469.4954,19,0.0,0
-383.5263,100001,0.0,0.0,-383.5263,20,0.0,0
-501.8272,105001,0.0,0.0,-501.8272,21,0.0,0
-558.4514,110001,0.0,0.0,-558.4514,22,0.0,0
-313.4777,115001,0.0,0.0,-313.4777,23,0.0,0
-612.1018,120001,0.0,0.0,-612.1018,24,0.0,0
-623.1306,125001,0.0,0.0,-623.1306,25,0.0,0
-485.4118,130001,0.0,0.0,-485.4118,26,0.0,0
-651.1801,135001,0.0,0.0,-651.1801,27,0.0,0
-429.1003,140001,0.0,0.0,-429.1003,28,0.0,0
-486.0743,145001,0.0,0.0,-486.0743,29,0.0,0
-448.6076,150001,0.0,0.0,-448.6076,30,0.0,0
-288.6255,155001,0.0,0.0,-288.6255,31,0.0,0
-479.1457,160001,0.0,0.0,-479.1457,32,0.0,0
-413.9335,165001,0.0,0.0,-413.9335,33,0.0,0
-457.3275,170001,0.0,0.0,-457.3275,34,0.0,0
-361.9988,175001,0.0,0.0,-361.9988,35,0.0,0
-458.4822,180001,0.0,0.0,-458.4822,36,0.0,0
-557.9951,185001,0.0,0.0,-557.9951,37,0.0,0
-537.0687,190001,0.0,0.0,-537.0687,38,0.0,0
-381.0101,195001,0.0,0.0,-381.0101,39,0.0,0
