Real Det Return,Running Env Steps,Running Reverse KL,Running Forward KL,Real Sto Return,Itration,Reward Loss,Running Update Time
-1394.5053,1,0.0,0.0,-1394.5053,0,0.0,0
-1448.8749,5001,0.0,0.0,-1448.8749,1,0.0,0
-885.0424,10001,0.0,0.0,-885.0424,2,0.0,0
-723.5887,15001,0.0,0.0,-723.5887,3,0.0,0
-730.9356,20001,0.0,0.0,-730.9356,4,0.0,0
-607.9838,25001,0.0,0.0,-607.9838,5,0.0,0
-668.8823,30001,0.0,0.0,-668.8823,6,0.0,0
-500.753,35001,0.0,0.0,-500.753,7,0.0,0
-540.7372,40001,0.0,0.0,-540.7372,8,0.0,0
-587.4186,45001,0.0,0.0,-587.4186,9,0.0,0
-793.5313,50001,0.0,0.0,-793.5313,10,0.0,0
-883.3433,55001,0.0,0.0,-883.3433,11,0.0,0
-758.8577,60001,0.0,0.0,-758.8577,12,0.0,0
-882.4627,65001,0.0,0.0,-882.4627,13,0.0,0
-776.2289,70001,0.0,0.0,-776.2289,14,0.0,0
-799.6748,75001,0.0,0.0,-799.6748,15,0.0,0
-633.4348,80001,0.0,0.0,-633.4348,16,0.0,0
-869.0283,85001,0.0,0.0,-869.0283,17,0.0,0
-514.8266,90001,0.0,0.0,-514.8266,18,0.0,0
-707.8046,95001,0.0,0.0,-707.8046,19,0.0,0
-1072.9577,100001,0.0,0.0,-1072.9577,20,0.0,0
-1070.8069,105001,0.0,0.0,-1070.8069,21,0.0,0
-1275.1172,110001,0.0,0.0,-1275.1172,22,0.0,0
-1071.7863,115001,0.0,0.0,-1071.7863,23,0.0,0
-624.1371,120001,0.0,0.0,-624.1371,24,0.0,0
-1052.0913,125001,0.0,0.0,-1052.0913,25,0.0,0
-1180.2377,130001,0.0,0.0,-1180.2377,26,0.0,0
-1336.5422,135001,0.0,0.0,-1336.5422,27,0.0,0
-1071.876,140001,0.0,0.0,-1071.876,28,0.0,0
-1059.4453,145001,0.0,0.0,-1059.4453,29,0.0,0
-934.3024,150001,0.0,0.0,-934.3024,30,0.0,0
-1519.2426,155001,0.0,0.0,-1519.2426,31,0.0,0
-1107.8845,160001,0.0,0.0,-1107.8845,32,0.0,0
-1151.251,165001,0.0,0.0,-1151.251,33,0.0,0
-808.171,170001,0.0,0.0,-808.171,34,0.0,0
-1450.7504,175001,0.0,0.0,-1450.7504,35,0.0,0
-1425.3985,180001,0.0,0.0,-1425.3985,36,0.0,0
-1297.305,185001,0.0,0.0,-1297.305,37,0.0,0
-1279.0885,190001,0.0,0.0,-1279.0885,38,0.0,0
-1282.4793,195001,0.0,0.0,-1282.4793,39,0.0,0
