Real Det Return,Running Env Steps,Running Reverse KL,Running Forward KL,Real Sto Return,Itration,Reward Loss,Running Update Time
-1240.7157,1,0.0,0.0,-1240.7157,0,0.0,0
-1568.0954,5001,0.0,0.0,-1568.0954,1,0.0,0
-1213.9727,10001,0.0,0.0,-1213.9727,2,0.0,0
-457.2583,15001,0.0,0.0,-457.2583,3,0.0,0
-357.1174,20001,0.0,0.0,-357.1174,4,0.0,0
-444.5338,25001,0.0,0.0,-444.5338,5,0.0,0
-166.8638,30001,0.0,0.0,-166.8638,6,0.0,0
-529.9282,35001,0.0,0.0,-529.9282,7,0.0,0
-546.4118,40001,0.0,0.0,-546.4118,8,0.0,0
-646.6441,45001,0.0,0.0,-646.6441,9,0.0,0
-546.9727,50001,0.0,0.0,-546.9727,10,0.0,0
-465.3925,55001,0.0,0.0,-465.3925,11,0.0,0
-539.7827,60001,0.0,0.0,-539.7827,12,0.0,0
-714.6782,65001,0.0,0.0,-714.6782,13,0.0,0
-632.2011,70001,0.0,0.0,-632.2011,14,0.0,0
-630.9093,75001,0.0,0.0,-630.9093,15,0.0,0
-722.5893,80001,0.0,0.0,-722.5893,16,0.0,0
-962.0801,85001,0.0,0.0,-962.0801,17,0.0,0
-695.0126,90001,0.0,0.0,-695.0126,18,0.0,0
-866.6105,95001,0.0,0.0,-866.6105,19,0.0,0
-876.2508,100001,0.0,0.0,-876.2508,20,0.0,0
-994.8904,105001,0.0,0.0,-994.8904,21,0.0,0
-1035.9161,110001,0.0,0.0,-1035.9161,22,0.0,0
-568.0626,115001,0.0,0.0,-568.0626,23,0.0,0
-941.5471,120001,0.0,0.0,-941.5471,24,0.0,0
-615.6243,125001,0.0,0.0,-615.6243,25,0.0,0
-844.6878,130001,0.0,0.0,-844.6878,26,0.0,0
-1226.072,135001,0.0,0.0,-1226.072,27,0.0,0
-1152.5197,140001,0.0,0.0,-1152.5197,28,0.0,0
-1226.7893,145001,0.0,0.0,-1226.7893,29,0.0,0
-1254.2512,150001,0.0,0.0,-1254.2512,30,0.0,0
-1268.1672,155001,0.0,0.0,-1268.1672,31,0.0,0
-937.297,160001,0.0,0.0,-937.297,32,0.0,0
-1267.6554,165001,0.0,0.0,-1267.6554,33,0.0,0
-1060.7241,170001,0.0,0.0,-1060.7241,34,0.0,0
-886.9109,175001,0.0,0.0,-886.9109,35,0.0,0
-1221.1935,180001,0.0,0.0,-1221.1935,36,0.0,0
-1309.4472,185001,0.0,0.0,-1309.4472,37,0.0,0
-1231.146,190001,0.0,0.0,-1231.146,38,0.0,0
-1425.0197,195001,0.0,0.0,-1425.0197,39,0.0,0
