Real Det Return,Running Env Steps,Running Reverse KL,Running Forward KL,Real Sto Return,Itration,Reward Loss,Running Update Time
-1365.9468,1,0.0,0.0,-1365.9468,0,0.0,0
-1370.0321,5001,0.0,0.0,-1370.0321,1,0.0,0
-324.578,10001,0.0,0.0,-324.578,2,0.0,0
-802.4993,15001,0.0,0.0,-802.4993,3,0.0,0
-694.46,20001,0.0,0.0,-694.46,4,0.0,0
-562.6279,25001,0.0,0.0,-562.6279,5,0.0,0
-691.7402,30001,0.0,0.0,-691.7402,6,0.0,0
-780.2548,35001,0.0,0.0,-780.2548,7,0.0,0
-461.1346,40001,0.0,0.0,-461.1346,8,0.0,0
-866.3287,45001,0.0,0.0,-866.3287,9,0.0,0
-869.9986,50001,0.0,0.0,-869.9986,10,0.0,0
-1151.9543,55001,0.0,0.0,-1151.9543,11,0.0,0
-1105.6171,60001,0.0,0.0,-1105.6171,12,0.0,0
-1152.5254,65001,0.0,0.0,-1152.5254,13,0.0,0
-1217.6421,70001,0.0,0.0,-1217.6421,14,0.0,0
-1063.406,75001,0.0,0.0,-1063.406,15,0.0,0
-1217.4879,80001,0.0,0.0,-1217.4879,16,0.0,0
-901.7592,85001,0.0,0.0,-901.7592,17,0.0,0
-1245.5728,90001,0.0,0.0,-1245.5728,18,0.0,0
-1096.1799,95001,0.0,0.0,-1096.1799,19,0.0,0
-1263.7405,100001,0.0,0.0,-1263.7405,20,0.0,0
-1508.2259,105001,0.0,0.0,-1508.2259,21,0.0,0
-1031.6078,110001,0.0,0.0,-1031.6078,22,0.0,0
-1187.0222,115001,0.0,0.0,-1187.0222,23,0.0,0
-908.6772,120001,0.0,0.0,-908.6772,24,0.0,0
-1292.983,125001,0.0,0.0,-1292.983,25,0.0,0
-1470.9107,130001,0.0,0.0,-1470.9107,26,0.0,0
-1169.3157,135001,0.0,0.0,-1169.3157,27,0.0,0
-1341.0058,140001,0.0,0.0,-1341.0058,28,0.0,0
-1324.1053,145001,0.0,0.0,-1324.1053,29,0.0,0
-1125.1458,150001,0.0,0.0,-1125.1458,30,0.0,0
-1334.2867,155001,0.0,0.0,-1334.2867,31,0.0,0
-1370.8324,160001,0.0,0.0,-1370.8324,32,0.0,0
-1135.9935,165001,0.0,0.0,-1135.9935,33,0.0,0
-1468.5225,170001,0.0,0.0,-1468.5225,34,0.0,0
-1008.9987,175001,0.0,0.0,-1008.9987,35,0.0,0
-1277.0301,180001,0.0,0.0,-1277.0301,36,0.0,0
-1060.4509,185001,0.0,0.0,-1060.4509,37,0.0,0
-1219.118,190001,0.0,0.0,-1219.118,38,0.0,0
-1277.0524,195001,0.0,0.0,-1277.0524,39,0.0,0
